lemma,pos,cefr_level,word_type,definition_en,definition_th,source,form,form_type,definition_th_simple
recommend,verb,A2,single,To suggest that someone or something is good or suitable for a particular purpose,แนะนำ,oxford3000,recommending,gerund,แนะนำให้ทำหรือเลือกสิ่งใดสิ่งหนึ่งเพราะเห็นว่าดี
recommendation,noun,B1,single,A suggestion that something is good or suitable,คำแนะนำ,oxford3000,recommendation,base,คำแนะนำ
recommendation,noun,B1,single,A suggestion that something is good or suitable,คำแนะนำ,oxford3000,recommendations,plural,คำแนะนำ
reconstruction,noun,C1,single,The action of rebuilding something that has been damaged or destroyed,"การสร้างขึ้นใหม่, การบูรณะ",oxford5000,reconstruction,base,การสร้างขึ้นใหม่หลังจากถูกทำลายหรือเปลี่ยนแปลง
reconstruction,noun,C1,single,The action of rebuilding something that has been damaged or destroyed,"การสร้างขึ้นใหม่, การบูรณะ",oxford5000,reconstructions,plural,การสร้างขึ้นใหม่หลังจากถูกทำลายหรือเปลี่ยนแปลง
record,noun,A2,single,"Information kept in written or another permanent form, or the best performance ever achieved in a particular activity","บันทึก, สถิติ",oxford3000,record,base,บันทึกข้อมูลหรือสถิติที่ดีที่สุดเท่าที่เคยมี
record,noun,A2,single,"Information kept in written or another permanent form, or the best performance ever achieved in a particular activity","บันทึก, สถิติ",oxford3000,records,plural,บันทึกข้อมูลหรือสถิติที่ดีที่สุดเท่าที่เคยมี
record,verb,A2,single,"To keep information in a permanent form, such as writing, or to capture sound or images for later playback",บันทึก,oxford3000,record,base,บันทึกข้อมูลหรือเสียงไว้
record,verb,A2,single,"To keep information in a permanent form, such as writing, or to capture sound or images for later playback",บันทึก,oxford3000,records,third_person,บันทึกข้อมูลหรือเสียงไว้
record,verb,A2,single,"To keep information in a permanent form, such as writing, or to capture sound or images for later playback",บันทึก,oxford3000,recorded,past,บันทึกข้อมูลหรือเสียงไว้
record,verb,A2,single,"To keep information in a permanent form, such as writing, or to capture sound or images for later playback",บันทึก,oxford3000,recording,gerund,บันทึกข้อมูลหรือเสียงไว้
recording,noun,A2,single,"Sound or video that has been recorded, or the process of recording something",สิ่งที่บันทึกเสียงหรือภาพ,oxford3000,recording,base,สิ่งที่บันทึกเสียงหรือภาพไว้
recording,noun,A2,single,"Sound or video that has been recorded, or the process of recording something",สิ่งที่บันทึกเสียงหรือภาพ,oxford3000,recordings,plural,สิ่งที่บันทึกเสียงหรือภาพไว้
recount,verb,C1,single,To tell someone about an event in detail,เล่าเรื่องอย่างละเอียด,oxford5000,recount,base,เล่าเรื่องราวที่เกิดขึ้นอย่างละเอียด
recount,verb,C1,single,To tell someone about an event in detail,เล่าเรื่องอย่างละเอียด,oxford5000,recounts,third_person,เล่าเรื่องราวที่เกิดขึ้นอย่างละเอียด
recount,verb,C1,single,To tell someone about an event in detail,เล่าเรื่องอย่างละเอียด,oxford5000,recounted,past,เล่าเรื่องราวที่เกิดขึ้นอย่างละเอียด
recount,verb,C1,single,To tell someone about an event in detail,เล่าเรื่องอย่างละเอียด,oxford5000,recounting,gerund,เล่าเรื่องราวที่เกิดขึ้นอย่างละเอียด
recover,verb,B2,single,"To return to a normal state of health, mind or strength, or to get something back after losing it",ฟื้นตัว,oxford3000,recover,base,ฟื้นตัวกลับสู่สภาพปกติ หรือได้สิ่งที่สูญเสียไปคืนมา
recover,verb,B2,single,"To return to a normal state of health, mind or strength, or to get something back after losing it",ฟื้นตัว,oxford3000,recovers,third_person,ฟื้นตัวกลับสู่สภาพปกติ หรือได้สิ่งที่สูญเสียไปคืนมา
recover,verb,B2,single,"To return to a normal state of health, mind or strength, or to get something back after losing it",ฟื้นตัว,oxford3000,recovered,past,ฟื้นตัวกลับสู่สภาพปกติ หรือได้สิ่งที่สูญเสียไปคืนมา
recover,verb,B2,single,"To return to a normal state of health, mind or strength, or to get something back after losing it",ฟื้นตัว,oxford3000,recovering,gerund,ฟื้นตัวกลับสู่สภาพปกติ หรือได้สิ่งที่สูญเสียไปคืนมา
recovery,noun,B2,single,"The process of returning to a normal state after illness, damage or loss",การฟื้นตัว,oxford5000,recovery,base,การฟื้นตัวกลับสู่สภาพปกติ
recovery,noun,B2,single,"The process of returning to a normal state after illness, damage or loss",การฟื้นตัว,oxford5000,recoveries,plural,การฟื้นตัวกลับสู่สภาพปกติ
recruit,noun,B2,single,"A person who has recently joined an organization, especially the armed forces","สมาชิกใหม่, ทหารใหม่",oxford5000,recruit,base,สมาชิกใหม่ที่เพิ่งเข้าร่วมองค์กรหรือกองทัพ
recruit,noun,B2,single,"A person who has recently joined an organization, especially the armed forces","สมาชิกใหม่, ทหารใหม่",oxford5000,recruits,plural,สมาชิกใหม่ที่เพิ่งเข้าร่วมองค์กรหรือกองทัพ
recruit,verb,B2,single,"To find new people to join an organization, especially the armed forces or a company",รับสมัครคนเข้าทำงาน,oxford5000,recruit,base,รับสมัครคนเข้าทำงานหรือเข้าร่วมองค์กร
recruit,verb,B2,single,"To find new people to join an organization, especially the armed forces or a company",รับสมัครคนเข้าทำงาน,oxford5000,recruits,third_person,รับสมัครคนเข้าทำงานหรือเข้าร่วมองค์กร
recruit,verb,B2,single,"To find new people to join an organization, especially the armed forces or a company",รับสมัครคนเข้าทำงาน,oxford5000,recruited,past,รับสมัครคนเข้าทำงานหรือเข้าร่วมองค์กร
recruit,verb,B2,single,"To find new people to join an organization, especially the armed forces or a company",รับสมัครคนเข้าทำงาน,oxford5000,recruiting,gerund,รับสมัครคนเข้าทำงานหรือเข้าร่วมองค์กร
recruitment,noun,B2,single,The process of finding new people to join an organization,การรับสมัครคนเข้าทำงาน,oxford5000,recruitment,base,กระบวนการรับสมัครคนเข้าทำงาน
recruitment,noun,B2,single,The process of finding new people to join an organization,การรับสมัครคนเข้าทำงาน,oxford5000,recruitments,plural,กระบวนการรับสมัครคนเข้าทำงาน
recycle,verb,A2,single,To convert waste material into a reusable form,นำกลับมาแปรรูปใช้ใหม่,oxford3000,recycle,base,นำวัสดุที่ใช้แล้วกลับมาแปรรูปใช้ใหม่
recycle,verb,A2,single,To convert waste material into a reusable form,นำกลับมาแปรรูปใช้ใหม่,oxford3000,recycles,third_person,นำวัสดุที่ใช้แล้วกลับมาแปรรูปใช้ใหม่
recycle,verb,A2,single,To convert waste material into a reusable form,นำกลับมาแปรรูปใช้ใหม่,oxford3000,recycled,past,นำวัสดุที่ใช้แล้วกลับมาแปรรูปใช้ใหม่
recycle,verb,A2,single,To convert waste material into a reusable form,นำกลับมาแปรรูปใช้ใหม่,oxford3000,recycling,gerund,นำวัสดุที่ใช้แล้วกลับมาแปรรูปใช้ใหม่
red,adj,A1,single,Having the color of blood,มีสีแดง,oxford3000,red,base,มีสีแดง
red,adj,A1,single,Having the color of blood,มีสีแดง,oxford3000,redder,comparative,มีสีแดง
red,adj,A1,single,Having the color of blood,มีสีแดง,oxford3000,reddest,superlative,มีสีแดง
red,noun,A1,single,"The color of blood, at the end of the visible spectrum",สีแดง,oxford3000,red,base,สีแดง
red,noun,A1,single,"The color of blood, at the end of the visible spectrum",สีแดง,oxford3000,reds,plural,สีแดง
reduce,verb,A2,single,"To make something smaller in size, amount or degree",ลดลง,oxford3000,reduce,base,ทำให้น้อยลงหรือลดลง
reduce,verb,A2,single,"To make something smaller in size, amount or degree",ลดลง,oxford3000,reduces,third_person,ทำให้น้อยลงหรือลดลง
reduce,verb,A2,single,"To make something smaller in size, amount or degree",ลดลง,oxford3000,reduced,past,ทำให้น้อยลงหรือลดลง
reduce,verb,A2,single,"To make something smaller in size, amount or degree",ลดลง,oxford3000,reducing,gerund,ทำให้น้อยลงหรือลดลง
reduction,noun,B2,single,The action of making something smaller or less in amount,การลดจำนวนหรือขนาด,oxford3000,reduction,base,การลดจำนวนหรือขนาดลง
reduction,noun,B2,single,The action of making something smaller or less in amount,การลดจำนวนหรือขนาด,oxford3000,reductions,plural,การลดจำนวนหรือขนาดลง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,refer,base,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,refers,third_person,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,referred,past,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,refered,past,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,referring,gerund,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
refer,verb,A2,single,"To mention or allude to something, or to direct someone to a source of information","กล่าวถึง, อ้างถึง",oxford3000,refering,gerund,กล่าวถึงหรือพาดพิงถึงสิ่งใดสิ่งหนึ่ง
referee,noun,B2,single,An official who supervises a sports match to ensure the rules are followed,ผู้ตัดสิน (กีฬา),oxford5000,referee,base,ผู้ตัดสินในการแข่งขันกีฬา
referee,noun,B2,single,An official who supervises a sports match to ensure the rules are followed,ผู้ตัดสิน (กีฬา),oxford5000,referees,plural,ผู้ตัดสินในการแข่งขันกีฬา
reference,noun,B1,single,"The act of mentioning something, or a source of information cited in a text",การอ้างอิง,oxford3000,reference,base,การอ้างอิงถึงสิ่งใดสิ่งหนึ่ง
reference,noun,B1,single,"The act of mentioning something, or a source of information cited in a text",การอ้างอิง,oxford3000,references,plural,การอ้างอิงถึงสิ่งใดสิ่งหนึ่ง
referendum,noun,C1,single,A vote in which all the people in a country are asked to give their opinion about or decide an important political question,การลงประชามติ,oxford5000,referendum,base,การลงประชามติเพื่อให้ประชาชนตัดสินใจในประเด็นสำคัญ
referendum,noun,C1,single,A vote in which all the people in a country are asked to give their opinion about or decide an important political question,การลงประชามติ,oxford5000,referendums,plural,การลงประชามติเพื่อให้ประชาชนตัดสินใจในประเด็นสำคัญ
reflect,verb,B1,single,"To throw back light, heat, sound or an image, or to think deeply about something","สะท้อน, ครุ่นคิด",oxford3000,reflect,base,สะท้อนแสงหรือภาพ หรือครุ่นคิดใคร่ครวญ
reflect,verb,B1,single,"To throw back light, heat, sound or an image, or to think deeply about something","สะท้อน, ครุ่นคิด",oxford3000,reflects,third_person,สะท้อนแสงหรือภาพ หรือครุ่นคิดใคร่ครวญ
reflect,verb,B1,single,"To throw back light, heat, sound or an image, or to think deeply about something","สะท้อน, ครุ่นคิด",oxford3000,reflected,past,สะท้อนแสงหรือภาพ หรือครุ่นคิดใคร่ครวญ
reflect,verb,B1,single,"To throw back light, heat, sound or an image, or to think deeply about something","สะท้อน, ครุ่นคิด",oxford3000,reflecting,gerund,สะท้อนแสงหรือภาพ หรือครุ่นคิดใคร่ครวญ
reflection,noun,C1,single,"An image seen in a mirror or other reflective surface, or careful thought about something","ภาพสะท้อน, การครุ่นคิด",oxford5000,reflection,base,ภาพที่สะท้อนกลับ หรือการครุ่นคิดใคร่ครวญ
reflection,noun,C1,single,"An image seen in a mirror or other reflective surface, or careful thought about something","ภาพสะท้อน, การครุ่นคิด",oxford5000,reflections,plural,ภาพที่สะท้อนกลับ หรือการครุ่นคิดใคร่ครวญ
reform,noun,C1,single,A change made to a system or practice in order to improve it,การปฏิรูป,oxford5000,reform,base,การปฏิรูปหรือเปลี่ยนแปลงให้ดีขึ้น
reform,noun,C1,single,A change made to a system or practice in order to improve it,การปฏิรูป,oxford5000,reforms,plural,การปฏิรูปหรือเปลี่ยนแปลงให้ดีขึ้น
reform,verb,C1,single,To make changes to a system or practice in order to improve it,ปฏิรูป,oxford5000,reform,base,ปฏิรูปหรือเปลี่ยนแปลงระบบให้ดีขึ้น
reform,verb,C1,single,To make changes to a system or practice in order to improve it,ปฏิรูป,oxford5000,reforms,third_person,ปฏิรูปหรือเปลี่ยนแปลงระบบให้ดีขึ้น
reform,verb,C1,single,To make changes to a system or practice in order to improve it,ปฏิรูป,oxford5000,reformed,past,ปฏิรูปหรือเปลี่ยนแปลงระบบให้ดีขึ้น
reform,verb,C1,single,To make changes to a system or practice in order to improve it,ปฏิรูป,oxford5000,reforming,gerund,ปฏิรูปหรือเปลี่ยนแปลงระบบให้ดีขึ้น
refuge,noun,C1,single,A place or state of shelter or protection from danger,ที่หลบภัย,oxford5000,refuge,base,ที่หลบภัยจากอันตราย
refuge,noun,C1,single,A place or state of shelter or protection from danger,ที่หลบภัย,oxford5000,refuges,plural,ที่หลบภัยจากอันตราย
refugee,noun,B2,single,"A person forced to leave their country to escape war, persecution or disaster",ผู้ลี้ภัย,oxford5000,refugee,base,ผู้ลี้ภัยที่หนีจากอันตรายในประเทศตนเอง
refugee,noun,B2,single,"A person forced to leave their country to escape war, persecution or disaster",ผู้ลี้ภัย,oxford5000,refugees,plural,ผู้ลี้ภัยที่หนีจากอันตรายในประเทศตนเอง
refusal,noun,C1,single,"The act of refusing to do, give or accept something",การปฏิเสธ,oxford5000,refusal,base,การปฏิเสธไม่ยอมทำหรือยอมรับ
refusal,noun,C1,single,"The act of refusing to do, give or accept something",การปฏิเสธ,oxford5000,refusals,plural,การปฏิเสธไม่ยอมทำหรือยอมรับ
refuse,verb,A2,single,To indicate or show that one is not willing to do or accept something,ปฏิเสธ,oxford3000,refuse,base,ปฏิเสธไม่ยอมทำหรือยอมรับสิ่งใดสิ่งหนึ่ง
refuse,verb,A2,single,To indicate or show that one is not willing to do or accept something,ปฏิเสธ,oxford3000,refuses,third_person,ปฏิเสธไม่ยอมทำหรือยอมรับสิ่งใดสิ่งหนึ่ง
refuse,verb,A2,single,To indicate or show that one is not willing to do or accept something,ปฏิเสธ,oxford3000,refused,past,ปฏิเสธไม่ยอมทำหรือยอมรับสิ่งใดสิ่งหนึ่ง
refuse,verb,A2,single,To indicate or show that one is not willing to do or accept something,ปฏิเสธ,oxford3000,refusing,gerund,ปฏิเสธไม่ยอมทำหรือยอมรับสิ่งใดสิ่งหนึ่ง
regain,verb,C1,single,To get something back that was lost,ได้กลับคืนมา,oxford5000,regain,base,ได้สิ่งที่เคยสูญเสียไปกลับคืนมา
regain,verb,C1,single,To get something back that was lost,ได้กลับคืนมา,oxford5000,regains,third_person,ได้สิ่งที่เคยสูญเสียไปกลับคืนมา
regain,verb,C1,single,To get something back that was lost,ได้กลับคืนมา,oxford5000,regained,past,ได้สิ่งที่เคยสูญเสียไปกลับคืนมา
regain,verb,C1,single,To get something back that was lost,ได้กลับคืนมา,oxford5000,regaining,gerund,ได้สิ่งที่เคยสูญเสียไปกลับคืนมา
regard,noun,B2,single,Consideration or attention; respect or esteem,ความนับถือ,oxford3000,regard,base,ความนับถือหรือความเอาใจใส่ต่อสิ่งใดสิ่งหนึ่ง
regard,verb,B2,single,To consider or think of someone or something in a particular way,"มองว่า, ถือว่า",oxford3000,regard,base,มองหรือคิดว่าสิ่งใดสิ่งหนึ่งเป็นอย่างไร
regard,verb,B2,single,To consider or think of someone or something in a particular way,"มองว่า, ถือว่า",oxford3000,regards,third_person,มองหรือคิดว่าสิ่งใดสิ่งหนึ่งเป็นอย่างไร
regard,verb,B2,single,To consider or think of someone or something in a particular way,"มองว่า, ถือว่า",oxford3000,regarded,past,มองหรือคิดว่าสิ่งใดสิ่งหนึ่งเป็นอย่างไร
regard,verb,B2,single,To consider or think of someone or something in a particular way,"มองว่า, ถือว่า",oxford3000,regarding,gerund,มองหรือคิดว่าสิ่งใดสิ่งหนึ่งเป็นอย่างไร
regardless,adv,C1,single,Without being affected or influenced by something; despite something,โดยไม่คำนึงถึง,oxford5000,regardless,base,โดยไม่คำนึงถึงสิ่งใดสิ่งหนึ่ง
regime,noun,C1,single,"A government, especially one considered oppressive or not democratically elected",ระบอบการปกครอง,oxford5000,regime,base,ระบอบการปกครองหรือรัฐบาล
regime,noun,C1,single,"A government, especially one considered oppressive or not democratically elected",ระบอบการปกครอง,oxford5000,regimes,plural,ระบอบการปกครองหรือรัฐบาล
region,noun,A2,single,"A large area of land or a part of a country, often defined by particular features",ภูมิภาค,oxford3000,region,base,บริเวณหรือภูมิภาคหนึ่ง
region,noun,A2,single,"A large area of land or a part of a country, often defined by particular features",ภูมิภาค,oxford3000,regions,plural,บริเวณหรือภูมิภาคหนึ่ง
regional,adj,B2,single,Relating to a particular region,เกี่ยวกับภูมิภาค,oxford3000,regional,base,เกี่ยวกับภูมิภาคหนึ่ง
register,noun,B2,single,An official list or record of names or events,ทะเบียน,oxford3000,register,base,บัญชีรายชื่อหรือทะเบียนที่บันทึกไว้
register,noun,B2,single,An official list or record of names or events,ทะเบียน,oxford3000,registers,plural,บัญชีรายชื่อหรือทะเบียนที่บันทึกไว้
register,verb,B2,single,To record a name or fact officially on a list,ลงทะเบียน,oxford3000,register,base,ลงทะเบียนหรือบันทึกชื่อไว้ในรายการ
register,verb,B2,single,To record a name or fact officially on a list,ลงทะเบียน,oxford3000,registers,third_person,ลงทะเบียนหรือบันทึกชื่อไว้ในรายการ
register,verb,B2,single,To record a name or fact officially on a list,ลงทะเบียน,oxford3000,registered,past,ลงทะเบียนหรือบันทึกชื่อไว้ในรายการ
register,verb,B2,single,To record a name or fact officially on a list,ลงทะเบียน,oxford3000,registering,gerund,ลงทะเบียนหรือบันทึกชื่อไว้ในรายการ
registration,noun,B2,single,The act of recording a name or fact on an official list,การลงทะเบียน,oxford5000,registration,base,การลงทะเบียน
registration,noun,B2,single,The act of recording a name or fact on an official list,การลงทะเบียน,oxford5000,registrations,plural,การลงทะเบียน
regret,noun,B2,single,A feeling of sadness or disappointment about something that has happened or been done,ความเสียใจ,oxford3000,regret,base,ความรู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regret,noun,B2,single,A feeling of sadness or disappointment about something that has happened or been done,ความเสียใจ,oxford3000,regrets,plural,ความรู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regret,verb,B2,single,To feel sad or sorry about something that has happened or that one has done,รู้สึกเสียใจ,oxford3000,regret,base,รู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regret,verb,B2,single,To feel sad or sorry about something that has happened or that one has done,รู้สึกเสียใจ,oxford3000,regrets,third_person,รู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regret,verb,B2,single,To feel sad or sorry about something that has happened or that one has done,รู้สึกเสียใจ,oxford3000,regretted,past,รู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regret,verb,B2,single,To feel sad or sorry about something that has happened or that one has done,รู้สึกเสียใจ,oxford3000,regretting,gerund,รู้สึกเสียใจต่อสิ่งที่ทำไปแล้ว
regular,adj,A2,single,"Happening or done often, at consistent intervals or in a fixed pattern","สม่ำเสมอ, เป็นประจำ",oxford3000,regular,base,ที่เกิดขึ้นเป็นประจำหรือสม่ำเสมอ
regularly,adv,B1,single,At consistent or fixed intervals; often,อย่างสม่ำเสมอ,oxford3000,regularly,base,อย่างสม่ำเสมอเป็นประจำ
regulate,verb,B2,single,"To control something, especially by means of rules",ควบคุมกำกับดูแล,oxford5000,regulate,base,ควบคุมหรือกำกับดูแลให้เป็นไปตามกฎ
regulate,verb,B2,single,"To control something, especially by means of rules",ควบคุมกำกับดูแล,oxford5000,regulates,third_person,ควบคุมหรือกำกับดูแลให้เป็นไปตามกฎ
regulate,verb,B2,single,"To control something, especially by means of rules",ควบคุมกำกับดูแล,oxford5000,regulated,past,ควบคุมหรือกำกับดูแลให้เป็นไปตามกฎ
regulate,verb,B2,single,"To control something, especially by means of rules",ควบคุมกำกับดูแล,oxford5000,regulating,gerund,ควบคุมหรือกำกับดูแลให้เป็นไปตามกฎ
regulation,noun,B2,single,A rule made by an authority to control or govern conduct,กฎระเบียบ,oxford3000,regulation,base,กฎระเบียบที่ใช้ควบคุม
regulation,noun,B2,single,A rule made by an authority to control or govern conduct,กฎระเบียบ,oxford3000,regulations,plural,กฎระเบียบที่ใช้ควบคุม
regulator,noun,C1,single,A person or body that controls or supervises a particular activity or industry,หน่วยงานกำกับดูแล,oxford5000,regulator,base,หน่วยงานหรือบุคคลที่ควบคุมดูแลกิจกรรมให้เป็นไปตามกฎ
regulator,noun,C1,single,A person or body that controls or supervises a particular activity or industry,หน่วยงานกำกับดูแล,oxford5000,regulators,plural,หน่วยงานหรือบุคคลที่ควบคุมดูแลกิจกรรมให้เป็นไปตามกฎ
regulatory,adj,C1,single,Relating to the control of an activity or process by rules,เกี่ยวกับการกำกับดูแล,oxford5000,regulatory,base,เกี่ยวกับการควบคุมกำกับดูแล
rehabilitation,noun,C1,single,"The process of helping someone return to a normal physical or mental condition after illness, injury or addiction",การฟื้นฟูสภาพ,oxford5000,rehabilitation,base,การฟื้นฟูสภาพร่างกายหรือจิตใจให้กลับมาเป็นปกติ
rehabilitation,noun,C1,single,"The process of helping someone return to a normal physical or mental condition after illness, injury or addiction",การฟื้นฟูสภาพ,oxford5000,rehabilitations,plural,การฟื้นฟูสภาพร่างกายหรือจิตใจให้กลับมาเป็นปกติ
reign,noun,C1,single,"The period during which a king, queen or other monarch rules",รัชสมัย,oxford5000,reign,base,ช่วงเวลาการครองราชย์ของกษัตริย์หรือราชินี
reign,noun,C1,single,"The period during which a king, queen or other monarch rules",รัชสมัย,oxford5000,reigns,plural,ช่วงเวลาการครองราชย์ของกษัตริย์หรือราชินี
reign,verb,C1,single,"To rule as king, queen or monarch",ปกครองในฐานะกษัตริย์,oxford5000,reign,base,ปกครองในฐานะกษัตริย์หรือราชินี
reign,verb,C1,single,"To rule as king, queen or monarch",ปกครองในฐานะกษัตริย์,oxford5000,reigns,third_person,ปกครองในฐานะกษัตริย์หรือราชินี
reign,verb,C1,single,"To rule as king, queen or monarch",ปกครองในฐานะกษัตริย์,oxford5000,reigned,past,ปกครองในฐานะกษัตริย์หรือราชินี
reign,verb,C1,single,"To rule as king, queen or monarch",ปกครองในฐานะกษัตริย์,oxford5000,reigning,gerund,ปกครองในฐานะกษัตริย์หรือราชินี
reinforce,verb,B2,single,"To strengthen something, especially with additional material or support",เสริมความแข็งแรง,oxford5000,reinforce,base,ทำให้แข็งแรงหรือหนักแน่นยิ่งขึ้น
reinforce,verb,B2,single,"To strengthen something, especially with additional material or support",เสริมความแข็งแรง,oxford5000,reinforces,third_person,ทำให้แข็งแรงหรือหนักแน่นยิ่งขึ้น
reinforce,verb,B2,single,"To strengthen something, especially with additional material or support",เสริมความแข็งแรง,oxford5000,reinforced,past,ทำให้แข็งแรงหรือหนักแน่นยิ่งขึ้น
reinforce,verb,B2,single,"To strengthen something, especially with additional material or support",เสริมความแข็งแรง,oxford5000,reinforcing,gerund,ทำให้แข็งแรงหรือหนักแน่นยิ่งขึ้น
reject,verb,B1,single,"To refuse to accept, consider or use something or someone",ปฏิเสธไม่ยอมรับ,oxford3000,reject,base,ปฏิเสธไม่ยอมรับสิ่งใดสิ่งหนึ่ง
reject,verb,B1,single,"To refuse to accept, consider or use something or someone",ปฏิเสธไม่ยอมรับ,oxford3000,rejects,third_person,ปฏิเสธไม่ยอมรับสิ่งใดสิ่งหนึ่ง
reject,verb,B1,single,"To refuse to accept, consider or use something or someone",ปฏิเสธไม่ยอมรับ,oxford3000,rejected,past,ปฏิเสธไม่ยอมรับสิ่งใดสิ่งหนึ่ง
reject,verb,B1,single,"To refuse to accept, consider or use something or someone",ปฏิเสธไม่ยอมรับ,oxford3000,rejecting,gerund,ปฏิเสธไม่ยอมรับสิ่งใดสิ่งหนึ่ง
rejection,noun,C1,single,The act of refusing to accept something or someone,การปฏิเสธ,oxford5000,rejection,base,การปฏิเสธไม่ยอมรับ
rejection,noun,C1,single,The act of refusing to accept something or someone,การปฏิเสธ,oxford5000,rejections,plural,การปฏิเสธไม่ยอมรับ
relate,verb,B1,single,"To make or show a connection between two or more things, or to have a connection with something","เชื่อมโยง, เกี่ยวข้อง",oxford3000,relate,base,เชื่อมโยงหรือมีความเกี่ยวข้องกับสิ่งใดสิ่งหนึ่ง
relate,verb,B1,single,"To make or show a connection between two or more things, or to have a connection with something","เชื่อมโยง, เกี่ยวข้อง",oxford3000,relates,third_person,เชื่อมโยงหรือมีความเกี่ยวข้องกับสิ่งใดสิ่งหนึ่ง
relate,verb,B1,single,"To make or show a connection between two or more things, or to have a connection with something","เชื่อมโยง, เกี่ยวข้อง",oxford3000,related,past,เชื่อมโยงหรือมีความเกี่ยวข้องกับสิ่งใดสิ่งหนึ่ง
relate,verb,B1,single,"To make or show a connection between two or more things, or to have a connection with something","เชื่อมโยง, เกี่ยวข้อง",oxford3000,relating,gerund,เชื่อมโยงหรือมีความเกี่ยวข้องกับสิ่งใดสิ่งหนึ่ง
related,adj,B1,single,Connected in some way; belonging to the same family or group,ที่มีความเกี่ยวข้องกัน,oxford3000,related,base,ที่มีความเกี่ยวข้องกัน
relation,noun,B1,single,The way in which two or more things are connected,ความสัมพันธ์,oxford3000,relation,base,ความสัมพันธ์หรือความเกี่ยวข้องระหว่างสิ่งต่างๆ
relation,noun,B1,single,The way in which two or more things are connected,ความสัมพันธ์,oxford3000,relations,plural,ความสัมพันธ์หรือความเกี่ยวข้องระหว่างสิ่งต่างๆ
relationship,noun,A2,single,"The way in which two or more people or things are connected, or a close personal connection between people",ความสัมพันธ์,oxford3000,relationship,base,ความสัมพันธ์ระหว่างบุคคลหรือสิ่งต่างๆ
relationship,noun,A2,single,"The way in which two or more people or things are connected, or a close personal connection between people",ความสัมพันธ์,oxford3000,relationships,plural,ความสัมพันธ์ระหว่างบุคคลหรือสิ่งต่างๆ
relative,adj,B1,single,Considered in relation or in proportion to something else,เปรียบเทียบกับสิ่งอื่น,oxford3000,relative,base,ที่เปรียบเทียบกับสิ่งอื่น ไม่ใช่ค่าตายตัว
relative,noun,B1,single,A person connected by blood or marriage; a family member,ญาติพี่น้อง,oxford3000,relative,base,ญาติพี่น้อง
relative,noun,B1,single,A person connected by blood or marriage; a family member,ญาติพี่น้อง,oxford3000,relatives,plural,ญาติพี่น้อง
relatively,adv,B2,single,In comparison with something else; fairly,ค่อนข้าง (เมื่อเทียบกับสิ่งอื่น),oxford3000,relatively,base,ค่อนข้าง เมื่อเทียบกับสิ่งอื่น
relax,verb,A1,single,To become or make someone become less tense or anxious,ผ่อนคลาย,oxford3000,relax,base,ผ่อนคลายจากความตึงเครียด
relax,verb,A1,single,To become or make someone become less tense or anxious,ผ่อนคลาย,oxford3000,relaxes,third_person,ผ่อนคลายจากความตึงเครียด
relax,verb,A1,single,To become or make someone become less tense or anxious,ผ่อนคลาย,oxford3000,relaxed,past,ผ่อนคลายจากความตึงเครียด
relax,verb,A1,single,To become or make someone become less tense or anxious,ผ่อนคลาย,oxford3000,relaxing,gerund,ผ่อนคลายจากความตึงเครียด
relaxed,adj,B1,single,Free from tension or anxiety; calm,รู้สึกสบายผ่อนคลาย,oxford3000,relaxed,base,รู้สึกสบายผ่อนคลาย ไม่ตึงเครียด
relaxing,adj,B1,single,Causing a feeling of calm and freedom from tension,ที่ทำให้ผ่อนคลาย,oxford3000,relaxing,base,ที่ทำให้รู้สึกผ่อนคลาย
release,noun,B1,single,"The action of setting someone or something free, or making something available to the public","การปล่อย, การเผยแพร่",oxford3000,release,base,การปล่อยหรือเผยแพร่สิ่งใดสิ่งหนึ่งออกมา
release,noun,B1,single,"The action of setting someone or something free, or making something available to the public","การปล่อย, การเผยแพร่",oxford3000,releases,plural,การปล่อยหรือเผยแพร่สิ่งใดสิ่งหนึ่งออกมา
